"filename", "language", "YAML", "Go Work File", "Docker", "Makefile", "Go", "Properties", "Go Module File", "Go Checksum File", "JavaScript", "Markdown", "PostCSS", "vue", "TypeScript", "comment", "blank", "total"
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/lecciones.go", "Go", 0, 0, 0, 0, -14, 0, 0, 0, 0, 0, 0, 0, 0, 8, -2, -8
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/llamadas.go", "Go", 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 56, 27, 259
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/mensajes.go", "Go", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 36
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/notificar.go", "Go", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 38, 12, 123
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/presign.go", "Go", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/suscripciones.go", "Go", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2, 34
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/usuarios.go", "Go", 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -12
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/handler/ws.go", "Go", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 50
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/hub/hub.go", "Go", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 12
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/hub/llamadas.go", "Go", 0, 0, 0, 0, 376, 0, 0, 0, 0, 0, 0, 0, 0, 102, 47, 525
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/hub/llamadas_test.go", "Go", 0, 0, 0, 0, 368, 0, 0, 0, 0, 0, 0, 0, 0, 19, 66, 453
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/pdf/gotenberg.go", "Go", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 47, 13, 128
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/router/router.go", "Go", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 21, 4, 34
"/home/MictDev/Projects/Capacitaciones-mh/gateway/internal/storage/r2.go", "Go", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 13
"/home/MictDev/Projects/Capacitaciones-mh/gen/cursos/cursos.pb.go", "Go", 0, 0, 0, 0, 815, 0, 0, 0, 0, 0, 0, 0, 0, 77, 121, 1013
"/home/MictDev/Projects/Capacitaciones-mh/gen/cursos/cursos_grpc.pb.go", "Go", 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 290
"/home/MictDev/Projects/Capacitaciones-mh/gen/foros/foros.pb.go", "Go", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 37
"/home/MictDev/Projects/Capacitaciones-mh/gen/usuarios/usuarios.pb.go", "Go", 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 156
"/home/MictDev/Projects/Capacitaciones-mh/gen/usuarios/usuarios_grpc.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4
"/home/MictDev/Projects/Capacitaciones-mh/go.work", "Go Work File", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/MictDev/Projects/Capacitaciones-mh/gotenberg/Dockerfile", "Docker", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 42
"/home/MictDev/Projects/Capacitaciones-mh/gotenberg/fonts-dc3.conf", "Properties", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"/home/MictDev/Projects/Capacitaciones-mh/internal/handlers/perfil.go", "Go", 0, 0, 0, 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, 2, -7, -45
"/home/MictDev/Projects/Capacitaciones-mh/main.go", "Go", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1
"/home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/dc3.go", "Go", 0, 0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 97, 36, 336
"/home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/dc3_test.go", "Go", 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 38, 25, 260
"/home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/go.mod", "Go Module File", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 8
"/home/MictDev/Projects/Capacitaciones-mh/pkg/dc3/go.sum", "Go Checksum File", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/cmd/server/main.go", "Go", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 48, 5, 98
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/go.sum", "Go Checksum File", 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, 0, 0, -6
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/handler/dc3_handler.go", "Go", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 95
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/cursos_repository.go", "Go", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 18, 2, 42
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/repository/dc3_repository.go", "Go", 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 69, 24, 334
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/cursos_service.go", "Go", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 11
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/dc3_service.go", "Go", 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 83, 28, 323
"/home/MictDev/Projects/Capacitaciones-mh/services/cursos/internal/service/metodos_pago.go", "Go", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 29, 13, 98
"/home/MictDev/Projects/Capacitaciones-mh/services/foros/internal/repository/foros_repository.go", "Go", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 19
"/home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/handler/usuarios_handler.go", "Go", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9
"/home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/repository/usuario_repository.go", "Go", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 42
"/home/MictDev/Projects/Capacitaciones-mh/services/usuarios/internal/service/usuarios_service.go", "Go", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 41
"Total", "-", 102, 1, 13, 9, 4017, 30, 8, 10, 8, 151, 105, 2066, 796, 1819, 1040, 10175
