"filename", "language", "Docker", "Go Module File", "Python", "YAML", "Properties", "Go Work File", "MS SQL", "Go", "Makefile", "Markdown", "Ignore", "Go Checksum File", "JavaScript", "JSON", "Dotenv", "HTML", "TypeScript", "vue", "JSON with Comments", "XML", "PostCSS", "Shell Script", "comment", "blank", "total"
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/NotificationBell.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 349, 0, 0, 0, 0, 5, 55, 409
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/SearchUserModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 17, 149
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/TheWelcome.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 14, 96
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/VideoCallModal.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 21, 218
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/VideoPlayer.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 353, 0, 0, 0, 0, 10, 29, 392
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/WelcomeItem.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 11, 87
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/icons/IconCommunity.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/icons/IconDocumentation.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/icons/IconEcosystem.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/icons/IconSupport.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/icons/IconTooling.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/store/CourseCarousel.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 392, 0, 0, 0, 0, 7, 51, 450
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/components/store/CourseTile.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 0, 0, 0, 1, 38, 389
"/home/MictDev/Projects/Capacitaciones-mh/frontend/src/composables/escena.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 8, 20, 161
